"mixedUseAssessmentKey","provalLrsnId","realEstatePropertyCode","assessmentChangeReasonTypeDsc","mixedUseAssessmentDate","commercialLandAmt","commercialImprovementAmt","totalCommercialAmt","residentialLandAmt","residentialImprovementAmt","totalResidentialAmt"
"628","28620","16038004","","2008-01-01T00:00:00","4859500","0","4859500","3041600","0","3041600"
"629","28621","16038005","","2008-01-01T00:00:00","6224800","1000","6225800","3896200","0","3896200"
"630","28621","16038005","","2009-01-01T00:00:00","6699800","1000","6700800","4493900","0","4493900"
"631","28621","16038005","","2008-11-01T00:00:00","6699800","1000","6700800","4493900","0","4493900"
"632","28622","16038006","","2008-11-01T00:00:00","4728200","0","4728200","3171400","0","3171400"
"633","28622","16038006","","2009-01-01T00:00:00","4728200","0","4728200","3171400","0","3171400"
"634","28622","16038006","","2008-01-01T00:00:00","4392900","0","4392900","2749600","0","2749600"
"635","28623","16038008","","2008-01-01T00:00:00","2196500","1000","2197500","1374800","0","1374800"
"636","28623","16038008","","2009-01-01T00:00:00","2364100","1000","2365100","1585700","0","1585700"
"637","28623","16038008","","2008-11-01T00:00:00","2364100","1000","2365100","1585700","0","1585700"
"638","28624","16038009","","2008-11-01T00:00:00","2642100","0","2642100","1772200","0","1772200"
"639","28624","16038009","","2009-01-01T00:00:00","2642100","0","2642100","1772200","0","1772200"
"640","28624","16038009","","2008-01-01T00:00:00","2454800","0","2454800","1536500","0","1536500"
"641","28625","16038010","","2008-01-01T00:00:00","2196500","0","2196500","1374800","0","1374800"
"642","28625","16038010","","2009-01-01T00:00:00","2364100","0","2364100","1585700","0","1585700"
"643","28625","16038010","","2008-11-01T00:00:00","2364100","0","2364100","1585700","0","1585700"
"644","28626","16038011","","2008-11-01T00:00:00","74700","0","74700","50100","0","50100"
"645","28626","16038011","","2009-01-01T00:00:00","74700","0","74700","50100","0","50100"
"646","28626","16038011","","2008-01-01T00:00:00","69400","0","69400","43400","0","43400"
"647","28627","16038012","","2008-01-01T00:00:00","169100","0","169100","105900","0","105900"
"648","28627","16038012","","2009-01-01T00:00:00","182000","0","182000","122100","0","122100"
"649","28627","16038012","","2008-11-01T00:00:00","182000","0","182000","122100","0","122100"
"650","28628","16038013","","2008-11-01T00:00:00","227900","0","227900","152900","0","152900"
"651","28628","16038013","","2009-01-01T00:00:00","227900","0","227900","152900","0","152900"
"652","28628","16038013","","2008-01-01T00:00:00","211700","0","211700","132500","0","132500"
"653","28665","17003010","01- Annual","2013-01-01T00:00:00","0","0","0","333200","0","333200"
"654","28665","17003010","","2012-01-01T00:00:00","0","0","0","333200","0","333200"
"655","28665","17003010","","2011-01-01T00:00:00","0","0","0","287000","0","287000"
"656","28665","17003010","","2010-01-01T00:00:00","0","0","0","269200","0","269200"
"657","28665","17003010","01- Annual","2017-01-01T00:00:00","0","0","0","2788600","0","2788600"
"658","28665","17003010","01- Annual","2018-01-01T00:00:00","0","0","0","2434300","0","2434300"
"659","28665","17003010","01- Annual","2014-01-01T00:00:00","0","0","0","333200","0","333200"
"660","28665","17003010","01- Annual","2015-01-01T00:00:00","0","0","0","369200","0","369200"
"661","28665","17003010","01- Annual","2016-01-01T00:00:00","0","0","0","2626500","0","2626500"
"662","28666","17003011","01- Annual","2016-01-01T00:00:00","0","0","0","2626500","0","2626500"
"663","28666","17003011","01- Annual","2015-01-01T00:00:00","0","0","0","369200","0","369200"
"664","28666","17003011","01- Annual","2014-01-01T00:00:00","0","0","0","333200","0","333200"
"665","28666","17003011","01- Annual","2018-01-01T00:00:00","0","0","0","2434300","0","2434300"
"666","28666","17003011","01- Annual","2017-01-01T00:00:00","0","0","0","2788600","0","2788600"
"667","28666","17003011","","2010-01-01T00:00:00","0","0","0","269200","0","269200"
"668","28666","17003011","","2011-01-01T00:00:00","0","0","0","287000","0","287000"
"669","28666","17003011","","2012-01-01T00:00:00","0","0","0","333200","0","333200"
"670","28666","17003011","01- Annual","2013-01-01T00:00:00","0","0","0","333200","0","333200"
"671","28667","17003012","01- Annual","2013-01-01T00:00:00","0","0","0","888000","0","888000"
"672","28667","17003012","","2012-01-01T00:00:00","0","0","0","888000","0","888000"
"673","28667","17003012","","2011-01-01T00:00:00","0","0","0","762400","0","762400"
"674","28667","17003012","","2010-01-01T00:00:00","0","0","0","711700","0","711700"
"675","28667","17003012","01- Annual","2017-01-01T00:00:00","0","0","0","7361900","0","7361900"
"676","28667","17003012","01- Annual","2018-01-01T00:00:00","0","0","0","6426700","0","6426700"
"677","28667","17003012","01- Annual","2014-01-01T00:00:00","0","0","0","888000","0","888000"
"678","28667","17003012","01- Annual","2015-01-01T00:00:00","0","0","0","973900","0","973900"
"679","28667","17003012","01- Annual","2016-01-01T00:00:00","0","0","0","6933900","0","6933900"
"680","28926","17003298","01- Annual","2016-01-01T00:00:00","0","0","0","131300","0","131300"
"681","28926","17003298","01- Annual","2015-01-01T00:00:00","0","0","0","20900","0","20900"
"682","28926","17003298","01- Annual","2014-01-01T00:00:00","0","0","0","16700","0","16700"
"683","28926","17003298","01- Annual","2018-01-01T00:00:00","0","0","0","121700","0","121700"
"684","28926","17003298","01- Annual","2017-01-01T00:00:00","0","0","0","139400","0","139400"
"685","28926","17003298","","2010-01-01T00:00:00","0","0","0","13300","0","13300"
"686","28926","17003298","","2011-01-01T00:00:00","0","0","0","14200","0","14200"
"687","28926","17003298","","2012-01-01T00:00:00","0","0","0","16700","0","16700"
"688","28926","17003298","01- Annual","2013-01-01T00:00:00","0","0","0","16700","0","16700"
"689","28927","17003299","01- Annual","2013-01-01T00:00:00","0","0","0","41700","0","41700"
"690","28927","17003299","","2012-01-01T00:00:00","0","0","0","41700","0","41700"
"691","28927","17003299","","2011-01-01T00:00:00","0","0","0","36000","0","36000"
"692","28927","17003299","","2010-01-01T00:00:00","0","0","0","33600","0","33600"
"693","28927","17003299","01- Annual","2017-01-01T00:00:00","0","0","0","348500","0","348500"
"694","28927","17003299","01- Annual","2018-01-01T00:00:00","0","0","0","304200","0","304200"
"695","28927","17003299","01- Annual","2014-01-01T00:00:00","0","0","0","41700","0","41700"
"696","28927","17003299","01- Annual","2015-01-01T00:00:00","0","0","0","48400","0","48400"
"697","28927","17003299","01- Annual","2016-01-01T00:00:00","0","0","0","328200","0","328200"
"698","28928","17003300","01- Annual","2016-01-01T00:00:00","0","0","0","328200","0","328200"
"699","28928","17003300","01- Annual","2015-01-01T00:00:00","0","0","0","48400","0","48400"
"700","28928","17003300","01- Annual","2014-01-01T00:00:00","0","0","0","41700","0","41700"
"701","28928","17003300","01- Annual","2018-01-01T00:00:00","0","0","0","304200","0","304200"
"702","28928","17003300","01- Annual","2017-01-01T00:00:00","0","0","0","348500","0","348500"
"703","28928","17003300","","2010-01-01T00:00:00","0","0","0","33600","0","33600"
"704","28928","17003300","","2011-01-01T00:00:00","0","0","0","36000","0","36000"
"705","28928","17003300","","2012-01-01T00:00:00","0","0","0","41700","0","41700"
"706","28928","17003300","01- Annual","2013-01-01T00:00:00","0","0","0","41700","0","41700"
"707","29225","17005002","","2012-01-01T00:00:00","117400","0","117400","5599100","0","5599100"
"708","29225","17005002","","2011-01-01T00:00:00","107600","0","107600","4799200","0","4799200"
"709","29225","17005002","","2010-01-01T00:00:00","93900","0","93900","4518000","0","4518000"
"710","29226","17005003","","2010-01-01T00:00:00","63300","0","63300","3043300","0","3043300"
"711","29226","17005003","","2011-01-01T00:00:00","72500","0","72500","3232700","0","3232700"
"712","29226","17005003","","2012-01-01T00:00:00","79100","0","79100","3771500","0","3771500"
"713","29227","17005004","","2012-01-01T00:00:00","80400","0","80400","3835100","0","3835100"
"714","29227","17005004","","2011-01-01T00:00:00","73700","0","73700","3287300","0","3287300"
"715","29227","17005004","","2010-01-01T00:00:00","64300","0","64300","3094600","0","3094600"
"716","29229","17005006","","2010-01-01T00:00:00","117600","0","117600","5656000","0","5656000"
"717","29229","17005006","","2011-01-01T00:00:00","134700","0","134700","6008100","0","6008100"
"718","29229","17005006","","2012-01-01T00:00:00","147000","0","147000","7009400","0","7009400"
"719","29230","17005007","","2012-01-01T00:00:00","42800","0","42800","2042500","0","2042500"
"720","29230","17005007","","2011-01-01T00:00:00","39300","0","39300","1750700","0","1750700"
"721","29230","17005007","","2010-01-01T00:00:00","34300","0","34300","1648200","0","1648200"
"722","29231","17005008","","2010-01-01T00:00:00","41200","0","41200","1982600","0","1982600"
"723","29231","17005008","","2011-01-01T00:00:00","47200","0","47200","2106000","0","2106000"
"724","29231","17005008","","2012-01-01T00:00:00","51500","0","51500","2457000","0","2457000"
"725","29232","17005009","","2012-01-01T00:00:00","53900","0","53900","2572900","0","2572900"
"726","29232","17005009","","2011-01-01T00:00:00","49500","0","49500","2205300","0","2205300"
"727","29232","17005009","","2010-01-01T00:00:00","43200","0","43200","2076100","0","2076100"
"728","29233","17005010","","2010-01-01T00:00:00","45100","0","45100","2169800","0","2169800"
"729","29233","17005010","","2011-01-01T00:00:00","51700","0","51700","2304900","0","2304900"
"730","29233","17005010","","2012-01-01T00:00:00","56400","0","56400","2689000","0","2689000"
"731","29234","17005011","","2012-01-01T00:00:00","129500","0","129500","6178400","0","6178400"
"732","29234","17005011","","2011-01-01T00:00:00","118700","0","118700","5295800","0","5295800"
"733","29234","17005011","","2010-01-01T00:00:00","103600","0","103600","4985400","0","4985400"
"734","29283","17011006","","2011-01-01T00:00:00","102000","0","102000","893200","0","893200"
"735","29283","17011006","","2012-01-01T00:00:00","110700","0","110700","1036700","0","1036700"
"736","29284","17011007","","2012-01-01T00:00:00","88400","0","88400","828100","0","828100"
"737","29284","17011007","","2011-01-01T00:00:00","81400","0","81400","713400","0","713400"
"738","29285","17011008","","2011-01-01T00:00:00","62100","0","62100","544500","0","544500"
"739","29285","17011008","","2012-01-01T00:00:00","67500","0","67500","631900","0","631900"
"740","29286","17011009","","2011-01-01T00:00:00","109100","0","109100","558000","0","558000"
"741","29286","17011009","","2010-01-01T00:00:00","95200","0","95200","520800","0","520800"
"742","29286","17011009","","2008-01-01T00:00:00","125700","0","125700","562000","1000","563000"
"743","29286","17011009","","2009-01-01T00:00:00","125700","0","125700","562000","0","562000"
"744","29289","17011013","","2009-01-01T00:00:00","200200","0","200200","895100","0","895100"
"745","29289","17011013","","2008-01-01T00:00:00","200200","0","200200","895100","1000","896100"
"746","29289","17011013","","2010-01-01T00:00:00","151600","0","151600","829500","0","829500"
"747","29289","17011013","","2011-01-01T00:00:00","173700","0","173700","888700","0","888700"
"748","29290","17011015","","2011-01-01T00:00:00","408400","0","408400","2089200","0","2089200"
"749","29290","17011015","","2010-01-01T00:00:00","356400","0","356400","1949900","0","1949900"
"750","29290","17011015","","2008-01-01T00:00:00","470500","0","470500","2104100","1000","2105100"
"751","29290","17011015","","2009-01-01T00:00:00","470500","0","470500","2104100","0","2104100"
"752","29291","17011016","","2009-01-01T00:00:00","1284700","0","1284700","5744800","0","5744800"
"753","29291","17011016","","2008-01-01T00:00:00","1284700","0","1284700","5744800","1000","5745800"
"754","29291","17011016","","2010-01-01T00:00:00","973100","0","973100","5323800","0","5323800"
"755","29291","17011016","","2011-01-01T00:00:00","1115000","0","1115000","5704100","0","5704100"
"756","29292","17011017","","2011-01-01T00:00:00","504200","1000","505200","4416800","0","4416800"
"757","29293","17011018","","2011-01-01T00:00:00","485400","1000","486400","4252100","0","4252100"
"758","29318","17012012","01- Annual","2014-01-01T00:00:00","966000","1928300","2894300","0","0","0"
"759","29319","17012013","01- Annual","2014-01-01T00:00:00","0","0","0","642700","0","642700"
"760","29329","17013017","01- Annual","2014-01-01T00:00:00","40700","429800","470500","18233500","107386200","125619700"
"761","29329","17013017","01- Annual","2015-01-01T00:00:00","40700","534900","575600","23399600","113152300","136551900"
"762","29329","17013017","01- Annual","2016-01-01T00:00:00","40700","585800","626500","24615200","121357900","145973100"
"763","29329","17013017","01- Annual","2017-01-01T00:00:00","40700","667100","707800","26134700","120873000","147007700"
"764","29329","17013017","01- Annual","2018-01-01T00:00:00","40700","0","40700","26134700","0","26134700"
"765","29329","17013017","","2011-01-01T00:00:00","37300","347900","385200","18233500","91410800","109644300"
"766","29329","17013017","","2012-01-01T00:00:00","40700","371800","412500","18233500","105987600","124221100"
"767","29329","17013017","","2010-01-01T00:00:00","32600","346000","378600","17041700","76112000","93153700"
"768","29329","17013017","","2008-01-01T00:00:00","40700","385300","426000","20084800","85644400","105729200"
"769","29329","17013017","","2009-01-01T00:00:00","40700","353900","394600","20084800","85644400","105729200"
"770","29329","17013017","01- Annual","2013-01-01T00:00:00","40700","382000","422700","18233500","106396000","124629500"
"771","29330","17013019","01- Annual","2013-01-01T00:00:00","55300","0","55300","24786500","84620100","109406600"
"772","29330","17013019","","2009-01-01T00:00:00","55300","0","55300","27303200","68087300","95390500"
"773","29330","17013019","","2008-01-01T00:00:00","55300","0","55300","27303200","68087300","95390500"
"774","29330","17013019","","2010-01-01T00:00:00","44200","0","44200","23166300","60509100","83675400"
"775","29330","17013019","","2012-01-01T00:00:00","55300","0","55300","24786500","84295300","109081800"
"776","29330","17013019","","2011-01-01T00:00:00","50700","0","50700","24786500","72702000","97488500"
"777","29330","17013019","01- Annual","2018-01-01T00:00:00","55300","0","55300","35527300","0","35527300"
"778","29330","17013019","01- Annual","2017-01-01T00:00:00","55300","0","55300","35527300","96134100","131661400"
"779","29330","17013019","01- Annual","2016-01-01T00:00:00","55300","0","55300","33461800","96519900","129981700"
"780","29330","17013019","01- Annual","2015-01-01T00:00:00","55300","0","55300","31809400","89993700","121803100"
"781","29330","17013019","01- Annual","2014-01-01T00:00:00","55300","0","55300","24786500","85407700","110194200"
"782","29332","17014001","01- Annual","2015-01-01T00:00:00","901700","4339700","5241400","19558000","73950000","93508000"
"783","29332","17014001","01- Annual","2017-01-01T00:00:00","901700","4960400","5862100","21844000","74540500","96384500"
"784","29332","17014001","01- Annual","2016-01-01T00:00:00","901700","4793800","5695500","20574000","68005100","88579100"
"785","29332","17014001","05- Review","2015-07-28T00:00:00","901700","4564800","5466500","19558000","65459600","85017600"
"786","29332","17014001","01- Annual","2018-01-01T00:00:00","901700","4285100","5186800","21844000","77764800","99608800"
"787","29332","17014001","","2011-01-01T00:00:00","826500","0","826500","15240000","20000","15260000"
"788","29332","17014001","","2012-01-01T00:00:00","901700","0","901700","17780000","20000","17800000"
"789","29332","17014001","","2010-01-01T00:00:00","721300","0","721300","14224000","20000","14244000"
"790","29332","17014001","01- Annual","2013-01-01T00:00:00","901700","0","901700","17780000","0","17780000"
"791","32270","18003111","01- Annual","2013-01-01T00:00:00","108000","940800","1048800","40250000","161311500","201561500"
"792","32270","18003111","","2008-01-01T00:00:00","108000","862100","970100","37950000","124587400","162537400"
"793","32270","18003111","","2009-01-01T00:00:00","108000","972700","1080700","37950000","142916200","180866200"
"794","32270","18003111","","2010-01-01T00:00:00","86400","839900","926300","32200000","120695200","152895200"
"795","32270","18003111","","2009-11-01T00:00:00","108000","861100","969100","37950000","134205800","172155800"
"796","32270","18003111","","2012-01-01T00:00:00","108000","940800","1048800","34500000","150231700","184731700"
"797","32270","18003111","","2011-01-01T00:00:00","99000","866800","965800","34500000","131019300","165519300"
"798","32270","18003111","01- Annual","2018-01-01T00:00:00","108000","1091900","1199900","49450000","141612200","191062200"
"799","32270","18003111","03- Board of Equalization","2017-10-10T00:00:00","108000","866900","974900","49450000","137262000","186712000"
"800","32270","18003111","03- Board of Equalization","2016-09-07T00:00:00","108000","1091200","1199200","46575000","144478500","191053500"
"801","32270","18003111","01- Annual","2016-01-01T00:00:00","108000","1107200","1215200","46575000","153457400","200032400"
"802","32270","18003111","03- Board of Equalization","2015-09-28T00:00:00","201600","1022216","1223816","44275000","148228584","192503584"
"803","32270","18003111","01- Annual","2017-01-01T00:00:00","108000","1144600","1252600","49450000","147205600","196655600"
"804","32270","18003111","01- Annual","2015-01-01T00:00:00","108000","1135100","1243100","44275000","165571500","209846500"
"805","32270","18003111","03- Board of Equalization","2013-09-26T00:00:00","108000","940800","1048800","40250000","154350200","194600200"
"806","32270","18003111","01- Annual","2014-01-01T00:00:00","108000","1140600","1248600","40250000","158869400","199119400"
"807","32675","18003602","01- Annual","2014-01-01T00:00:00","144000","1096800","1240800","33840000","177155900","210995900"
"808","32675","18003602","01- Annual","2015-01-01T00:00:00","144000","1385500","1529500","43428000","172222700","215650700"
"809","32675","18003602","01- Annual","2017-01-01T00:00:00","144000","1402700","1546700","48504000","162008200","210512200"
"810","32675","18003602","03- Board of Equalization","2015-11-03T00:00:00","144000","1347300","1491300","43428000","164129700","207557700"
"811","32675","18003602","01- Annual","2016-01-01T00:00:00","144000","1386100","1530100","45684000","163922600","209606600"
"812","32675","18003602","01- Annual","2018-01-01T00:00:00","144000","1100200","1244200","48504000","155261900","203765900"
"813","32675","18003602","","2011-01-01T00:00:00","132000","892300","1024300","33840000","124871800","158711800"
"814","32675","18003602","","2012-01-01T00:00:00","144000","1055900","1199900","33840000","164881700","198721700"
"815","32675","18003602","","2010-09-01T00:00:00","115200","901700","1016900","31584000","120949500","152533500"
"816","32675","18003602","","2010-01-01T00:00:00","115200","801900","917100","31584000","130646300","162230300"
"817","32675","18003602","","2009-01-01T00:00:00","144000","807000","951000","37224000","123664900","160888900"
"818","32675","18003602","","2008-01-01T00:00:00","144000","859200","1003200","37224000","132412500","169636500"
"819","32675","18003602","01- Annual","2013-01-01T00:00:00","144000","1084400","1228400","33840000","171758300","205598300"
"820","32685","18004066","01- Annual","2013-01-01T00:00:00","613600","6398100","7011700","17478600","102251700","119730300"
"821","32685","18004066","","2008-01-01T00:00:00","613600","4686800","5300400","16479800","76447000","92926800"
"822","32685","18004066","","2009-01-01T00:00:00","613600","4460400","5074000","16479800","76430000","92909800"
"823","32685","18004066","","2010-01-01T00:00:00","490900","4426000","4916900","13982900","69918400","83901300"
"824","32685","18004066","","2012-01-01T00:00:00","613600","6010200","6623800","14981600","101700300","116681900"
"825","32685","18004066","","2011-01-01T00:00:00","562400","5457100","6019500","14981600","82306700","97288300"
"826","32685","18004066","05- Review","2015-12-13T00:00:00","576800","6074100","6650900","18072800","100042100","118114900"
"827","32685","18004066","05- Review","2014-12-13T00:00:00","589100","6449900","7039000","16779500","101366300","118145800"
"828","32685","18004066","01- Annual","2018-01-01T00:00:00","376300","0","376300","13169700","0","13169700"
"829","32685","18004066","03- Board of Equalization","2016-10-04T00:00:00","564512","6030140","6594652","18607184","101249128","119856312"
"830","32685","18004066","05- Review","2013-12-13T00:00:00","601300","6270100","6871400","17129000","100206700","117335700"
"831","32685","18004066","01- Annual","2017-01-01T00:00:00","552200","6953700","7505900","19326300","101555600","120881900"
"832","32685","18004066","01- Annual","2016-01-01T00:00:00","613600","6554500","7168100","20225200","110146000","130371200"
"833","32685","18004066","03- Board of Equalization","2014-10-13T00:00:00","613600","6718600","7332200","17478600","105589900","123068500"
"834","32685","18004066","01- Annual","2015-01-01T00:00:00","613600","6461800","7075400","19226400","106427800","125654200"
"835","32685","18004066","01- Annual","2014-01-01T00:00:00","613600","6718600","7332200","17478600","107478300","124956900"
"836","32691","18005040","01- Annual","2014-01-01T00:00:00","359500","0","359500","10241400","0","10241400"
"837","32691","18005040","01- Annual","2015-01-01T00:00:00","359500","0","359500","11265600","0","11265600"
"838","32691","18005040","01- Annual","2016-01-01T00:00:00","359500","0","359500","11850800","0","11850800"
"839","32691","18005040","01- Annual","2017-01-01T00:00:00","323600","0","323600","11324100","0","11324100"
"840","32691","18005040","05- Review","2015-12-13T00:00:00","337900","0","337900","10589700","0","10589700"
"841","32691","18005040","03- Board of Equalization","2016-10-04T00:00:00","330700","0","330700","10902736","0","10902736"
"842","32691","18005040","01- Annual","2018-01-01T00:00:00","220500","0","220500","7716600","0","7716600"
"843","32691","18005040","05- Review","2013-12-13T00:00:00","352300","0","352300","10036600","0","10036600"
"844","32691","18005040","05- Review","2014-12-13T00:00:00","345100","0","345100","9831700","0","9831700"
"845","32691","18005040","","2011-01-01T00:00:00","329600","0","329600","8778400","0","8778400"
"846","32691","18005040","","2012-01-01T00:00:00","359500","0","359500","8778400","0","8778400"
"847","32691","18005040","","2010-01-01T00:00:00","287600","0","287600","8193100","0","8193100"
"848","32691","18005040","","2009-01-01T00:00:00","359500","0","359500","9656200","0","9656200"
"849","32691","18005040","","2008-01-01T00:00:00","359500","0","359500","9656200","0","9656200"
"850","32691","18005040","01- Annual","2013-01-01T00:00:00","359500","0","359500","10241400","0","10241400"
"851","32889","18007031","05- Review","2013-08-16T00:00:00","75000","101700","176700","18550000","56453900","75003900"
"852","32889","18007031","01- Annual","2013-01-01T00:00:00","75000","101700","176700","18550000","56476800","75026800"
"853","32889","18007031","","2008-01-01T00:00:00","75000","88900","163900","17424000","37541100","54965100"
"854","32889","18007031","","2009-01-01T00:00:00","75000","73200","148200","17424000","32353700","49777700"
"855","32889","18007031","","2010-01-01T00:00:00","60000","78500","138500","14784000","36674100","51458100"
"856","32889","18007031","","2012-01-01T00:00:00","75000","86000","161000","15840000","55682300","71522300"
"857","32889","18007031","","2011-01-01T00:00:00","68800","81400","150200","15840000","42410800","58250800"
"858","32940","18013001","","2008-01-01T00:00:00","988300","0","988300","1643600","0","1643600"
"859","32941","18013003","","2008-01-01T00:00:00","2854700","1000","2855700","4747500","0","4747500"
"860","32942","18013004","","2008-01-01T00:00:00","974900","0","974900","1621200","0","1621200"
"861","32943","18013005","","2008-01-01T00:00:00","1577200","0","1577200","2622900","0","2622900"
"862","32944","18013006","","2008-01-01T00:00:00","880300","0","880300","1463900","0","1463900"
"863","32945","18013007","","2008-01-01T00:00:00","69000","0","69000","114800","0","114800"
"864","32946","18013008","","2008-01-01T00:00:00","356000","0","356000","592000","0","592000"
"865","32947","18013009","","2008-01-01T00:00:00","245100","0","245100","407600","0","407600"
"866","32948","18013010","","2008-01-01T00:00:00","1738100","1606000","3344100","2890500","0","2890500"
"867","33220","18029007","","2008-01-01T00:00:00","1490500","1000","1491500","9834000","0","9834000"
"868","33220","18029007","","2009-01-01T00:00:00","1490500","1000","1491500","9834000","0","9834000"
"869","33220","18029007","01- Annual","2013-01-01T00:00:00","1245400","7393500","8638900","9120000","46910900","56030900"
"870","33220","18029007","","2011-01-01T00:00:00","1366300","1000","1367300","8940000","0","8940000"
"871","33220","18029007","","2012-01-01T00:00:00","1490500","10673100","12163600","8940000","0","8940000"
"872","33220","18029007","","2010-01-01T00:00:00","1192400","1000","1193400","8344000","0","8344000"
"873","33220","18029007","01- Annual","2018-01-01T00:00:00","1245400","11078000","12323400","9120000","56373200","65493200"
"874","33220","18029007","01- Annual","2017-01-01T00:00:00","1245400","11763500","13008900","11248000","53728300","64976300"
"875","33220","18029007","01- Annual","2016-01-01T00:00:00","1245400","9121200","10366600","10640000","52946000","63586000"
"876","33220","18029007","01- Annual","2015-01-01T00:00:00","1245400","7716800","8962200","10032000","52927900","62959900"
"877","33220","18029007","01- Annual","2014-01-01T00:00:00","1245400","7783800","9029200","9120000","48202500","57322500"
"878","33352","18038019","","2010-01-01T00:00:00","918300","0","918300","6013100","0","6013100"
"879","33352","18038019","","2012-01-01T00:00:00","956600","0","956600","6442600","1983700","8426300"
"880","33352","18038019","","2011-01-01T00:00:00","880000","67000","947000","5905700","188000","6093700"
"881","33353","18038020","","2011-01-01T00:00:00","333600","0","333600","2238800","0","2238800"
"882","33353","18038020","","2012-01-01T00:00:00","362600","0","362600","2442300","3255800","5698100"
"883","33353","18038020","","2010-01-01T00:00:00","348100","0","348100","2279500","0","2279500"
"884","33356","18038023","","2010-01-01T00:00:00","341400","0","341400","2235400","0","2235400"
"885","33356","18038023","","2012-01-01T00:00:00","355600","0","355600","2395100","0","2395100"
"886","33356","18038023","","2011-01-01T00:00:00","327200","0","327200","2195500","0","2195500"
"887","33424","18041002","","2011-01-01T00:00:00","11000","841100","852100","220000","199100","419100"
"888","33424","18041002","","2012-01-01T00:00:00","11000","896100","907100","240000","225500","465500"
"889","33424","18041002","","2010-01-01T00:00:00","11000","836200","847200","224000","140300","364300"
"890","33424","18041002","01- Annual","2013-01-01T00:00:00","11000","896100","907100","240000","210000","450000"
"891","33424","18041002","","2009-01-01T00:00:00","11000","927100","938100","264000","137900","401900"
"892","33424","18041002","","2008-01-01T00:00:00","11000","903500","914500","264000","95300","359300"
"893","33424","18041002","01- Annual","2014-01-01T00:00:00","11000","877600","888600","240000","307900","547900"
"894","33424","18041002","01- Annual","2015-01-01T00:00:00","251500","637100","888600","0","633800","633800"
"895","33610","18054007","01- Annual","2016-01-01T00:00:00","137500","76100","213600","631800","1483600","2115400"
"896","33610","18054007","01- Annual","2014-01-01T00:00:00","137500","49500","187000","546000","1163600","1709600"
"897","33610","18054007","01- Annual","2015-01-01T00:00:00","137500","76400","213900","600600","1518000","2118600"
"898","33610","18054007","01- Annual","2018-01-01T00:00:00","144400","132200","276600","663400","1891700","2555100"
"899","33610","18054007","","2008-01-01T00:00:00","165000","74600","239600","514800","1077200","1592000"
"900","33610","18054007","","2009-01-01T00:00:00","165000","50100","215100","514800","914300","1429100"
"901","33610","18054007","05- Review","2013-08-21T00:00:00","137500","49500","187000","546000","1191800","1737800"
"902","33610","18054007","01- Annual","2013-01-01T00:00:00","137500","127900","265400","546000","1457700","2003700"
"903","33610","18054007","","2008-11-01T00:00:00","165000","74600","239600","514800","954500","1469300"
"904","33610","18054007","","2010-01-01T00:00:00","132000","64300","196300","514800","900000","1414800"
"905","33610","18054007","","2012-01-01T00:00:00","137500","89700","227200","546000","1091300","1637300"
"906","33610","18054007","","2011-01-01T00:00:00","126500","90600","217100","514800","1049900","1564700"
"907","33614","18054011","","2011-01-01T00:00:00","15000","319300","334300","198000","325900","523900"
"908","33614","18054011","","2012-01-01T00:00:00","15000","340900","355900","198000","383800","581800"
"909","33614","18054011","","2010-01-01T00:00:00","15000","317400","332400","198000","248000","446000"
"910","33614","18054011","01- Annual","2013-01-01T00:00:00","15000","351300","366300","198000","374000","572000"
"911","33614","18054011","","2009-01-01T00:00:00","15000","345500","360500","198000","330600","528600"
"912","33614","18054011","","2008-01-01T00:00:00","15000","338200","353200","198000","71400","269400"
"913","33614","18054011","01- Annual","2015-01-01T00:00:00","213100","554800","767900","0","539400","539400"
"914","33614","18054011","01- Annual","2014-01-01T00:00:00","152200","527900","680100","198000","316300","514300"
"915","33616","18054013","01- Annual","2014-01-01T00:00:00","294000","287800","581800","240000","261200","501200"
"916","33616","18054013","01- Annual","2015-01-01T00:00:00","534000","518000","1052000","0","600300","600300"
"917","33616","18054013","","2008-01-01T00:00:00","270000","421500","691500","264000","95300","359300"
"918","33616","18054013","","2009-01-01T00:00:00","270000","397600","667600","264000","171000","435000"
"919","33616","18054013","01- Annual","2013-01-01T00:00:00","294000","262600","556600","240000","171600","411600"
"920","33616","18054013","","2010-01-01T00:00:00","310000","313700","623700","224000","115800","339800"
"921","33616","18054013","","2012-01-01T00:00:00","294000","333300","627300","240000","174700","414700"
"922","33616","18054013","","2011-01-01T00:00:00","314000","313300","627300","220000","180100","400100"
"923","34352","18084003","","2011-01-01T00:00:00","298900","93400","392300","12840000","9146400","21986400"
"924","34352","18084003","","2012-01-01T00:00:00","326100","77100","403200","14980000","12957900","27937900"
"925","34352","18084003","","2010-01-01T00:00:00","260900","101900","362800","11984000","7566600","19550600"
"926","34352","18084003","01- Annual","2013-01-01T00:00:00","326100","48700","374800","14980000","11005100","25985100"
"927","34352","18084003","","2009-01-01T00:00:00","326100","169600","495700","14124000","14862400","28986400"
"928","34352","18084003","","2008-01-01T00:00:00","326100","190200","516300","14124000","16076200","30200200"
"929","34352","18084003","01- Annual","2016-01-01T00:00:00","326100","157800","483900","17334000","8598700","25932700"
"930","34352","18084003","01- Annual","2017-01-01T00:00:00","326100","212000","538100","18404000","10234700","28638700"
