"","season","year","month","wday","hr","temp","atemp","hum","windspeed","weather","casual","registered"
"4533","3",2011,"7","1",18,0.86,0.803,0.47,0.2985,"1",39,472
"4534","3",2011,"7","1",19,0.84,0.7576,0.44,0.2836,"1",42,295
"4535","3",2011,"7","1",20,0.82,0.7424,0.43,0.194,"1",57,251
"4536","3",2011,"7","1",21,0.82,0.7424,0.43,0.1045,"1",49,209
"4537","3",2011,"7","1",22,0.8,0.7273,0.46,0.1343,"1",44,150
"4538","3",2011,"7","1",23,0.78,0.7121,0.52,0,"1",20,59
"4539","3",2011,"7","1",0,0.76,0.7121,0.62,0,"1",9,37
"4540","3",2011,"7","1",1,0.76,0.697,0.55,0,"1",1,11
"4541","3",2011,"7","1",2,0.76,0.697,0.55,0,"1",2,3
"4542","3",2011,"7","1",3,0.74,0.6818,0.58,0.194,"1",0,4
"4543","3",2011,"7","1",4,0.74,0.6818,0.58,0.2537,"1",0,5
"4544","3",2011,"7","1",5,0.74,0.6818,0.58,0.194,"1",4,22
"4545","3",2011,"7","1",6,0.74,0.6818,0.58,0.1642,"1",18,103
"4546","3",2011,"7","1",7,0.76,0.697,0.55,0.2537,"1",32,281
"4547","3",2011,"7","1",8,0.8,0.7424,0.49,0.2537,"1",31,418
"4548","3",2011,"7","1",9,0.82,0.7424,0.41,0.194,"1",23,163
"4549","3",2011,"7","1",10,0.82,0.7576,0.46,0.194,"1",33,80
"4550","3",2011,"7","1",11,0.84,0.7424,0.39,0.1642,"1",55,110
"4551","3",2011,"7","1",12,0.84,0.7576,0.41,0.2836,"1",40,134
"4552","3",2011,"7","1",13,0.82,0.7576,0.46,0.1343,"3",39,119
"4553","3",2011,"7","1",14,0.82,0.7576,0.46,0.1343,"3",27,89
"4554","3",2011,"7","1",15,0.64,0.5606,0.94,0.1343,"3",13,33
"4555","3",2011,"7","1",16,0.66,0.5909,0.89,0,"2",23,118
"4556","3",2011,"7","1",17,0.7,0.6667,0.79,0,"1",70,418
"4557","3",2011,"7","1",18,0.72,0.697,0.79,0.1343,"1",51,412
"4558","3",2011,"7","1",19,0.7,0.6667,0.79,0.1045,"1",79,340
"4559","3",2011,"7","1",20,0.7,0.6667,0.84,0.1642,"1",61,281
"4560","3",2011,"7","1",21,0.7,0.6667,0.79,0.1045,"1",56,194
"4561","3",2011,"7","1",22,0.68,0.6364,0.83,0.194,"1",48,136
"4562","3",2011,"7","1",23,0.66,0.6061,0.83,0.2537,"1",33,83
"4563","3",2011,"7","1",0,0.66,0.6212,0.69,0.2985,"1",14,32
"4564","3",2011,"7","1",1,0.66,0.6212,0.61,0.2537,"1",4,21
"4565","3",2011,"7","1",2,0.64,0.6212,0.57,0.2985,"1",3,7
"4566","3",2011,"7","1",3,0.62,0.6212,0.57,0.2985,"1",1,5
"4567","3",2011,"7","1",4,0.62,0.6212,0.53,0.2537,"1",0,6
"4568","3",2011,"7","1",5,0.6,0.6212,0.56,0.2239,"1",6,22
"4569","3",2011,"7","1",6,0.6,0.6061,0.6,0.2239,"1",14,116
"4570","3",2011,"7","1",7,0.62,0.6212,0.53,0.2537,"1",23,311
"4571","3",2011,"7","1",8,0.64,0.6212,0.5,0.3582,"1",53,433
"4572","3",2011,"7","1",9,0.68,0.6364,0.47,0.2836,"1",29,195
"4573","3",2011,"7","1",10,0.7,0.6364,0.42,0.2537,"1",32,95
"4574","3",2011,"7","1",11,0.72,0.6515,0.37,0.2239,"1",38,110
"4575","3",2011,"7","1",12,0.74,0.6515,0.35,0.2537,"1",51,172
"4576","3",2011,"7","1",13,0.76,0.6667,0.33,0.3284,"1",39,138
"4577","3",2011,"7","1",14,0.74,0.6515,0.35,0.2836,"1",49,129
"4578","3",2011,"7","1",15,0.76,0.6667,0.33,0.2985,"1",42,138
"4579","3",2011,"7","1",16,0.76,0.6667,0.33,0.1343,"1",43,231
"4580","3",2011,"7","1",17,0.74,0.6515,0.37,0.1343,"1",78,517
"4581","3",2011,"7","1",18,0.72,0.6515,0.42,0.194,"1",94,484
"4582","3",2011,"7","1",19,0.72,0.6515,0.39,0.2239,"1",67,333
"4583","3",2011,"7","1",20,0.7,0.6364,0.42,0.2239,"1",81,267
"4584","3",2011,"7","1",21,0.66,0.6212,0.5,0.1343,"1",58,203
"4585","3",2011,"7","1",22,0.64,0.6212,0.57,0.0896,"1",42,134
"4586","3",2011,"7","1",23,0.64,0.6061,0.65,0.2537,"1",27,97
"4587","3",2011,"7","1",0,0.62,0.5909,0.73,0.2239,"1",23,57
"4588","3",2011,"7","1",1,0.62,0.5909,0.73,0.194,"1",7,13
"4589","3",2011,"7","1",2,0.6,0.5758,0.78,0.1642,"1",16,22
"4590","3",2011,"7","1",3,0.6,0.5909,0.73,0.194,"1",1,6
"4591","3",2011,"7","1",4,0.6,0.5909,0.73,0.1642,"1",2,8
"4592","3",2011,"7","1",5,0.6,0.5909,0.73,0.1343,"1",7,16
"4593","3",2011,"7","1",6,0.6,0.5909,0.73,0.1045,"2",12,108
"4594","3",2011,"7","1",7,0.64,0.6061,0.65,0.1045,"1",17,257
"4595","3",2011,"7","1",8,0.64,0.6061,0.65,0.2537,"1",50,514
"4596","3",2011,"7","1",9,0.68,0.6364,0.54,0.194,"1",31,176
"4597","3",2011,"7","1",10,0.66,0.6212,0.61,0.1642,"2",59,107
"4598","3",2011,"7","1",11,0.7,0.6515,0.54,0.1343,"1",73,137
"4599","3",2011,"7","1",12,0.7,0.6515,0.48,0.194,"1",61,177
"4600","3",2011,"7","1",13,0.7,0.6515,0.54,0.194,"1",85,162
"4601","3",2011,"7","1",14,0.7,0.6515,0.51,0.194,"1",105,160
"4602","3",2011,"7","1",15,0.72,0.6515,0.45,0.1642,"1",74,163
"4603","3",2011,"7","1",16,0.72,0.6667,0.51,0.194,"1",96,265
"4604","3",2011,"7","1",17,0.74,0.6667,0.42,0.2537,"1",104,483
"4605","3",2011,"7","1",18,0.72,0.6515,0.45,0.2239,"1",102,394
"4606","3",2011,"7","1",19,0.7,0.6364,0.45,0.2239,"1",114,280
"4607","3",2011,"7","1",20,0.7,0.6515,0.51,0.2239,"1",92,251
"4608","3",2011,"7","1",21,0.66,0.6212,0.54,0.1045,"1",75,186
"4609","3",2011,"7","1",22,0.66,0.6212,0.57,0.2239,"1",71,152
"4610","3",2011,"7","1",23,0.64,0.6212,0.61,0.1642,"1",41,126
"4611","3",2011,"7","0",0,0.62,0.6061,0.65,0.194,"1",42,68
"4612","3",2011,"7","0",1,0.6,0.5909,0.69,0.1045,"1",24,51
"4613","3",2011,"7","0",2,0.6,0.5909,0.73,0.1343,"1",10,48
"4614","3",2011,"7","0",3,0.6,0.5758,0.78,0.1343,"1",6,20
"4615","3",2011,"7","0",4,0.6,0.5909,0.73,0.0896,"1",9,7
"4616","3",2011,"7","0",5,0.58,0.5455,0.78,0.0896,"1",4,6
"4617","3",2011,"7","0",6,0.6,0.5758,0.78,0.1642,"1",16,21
"4618","3",2011,"7","0",7,0.62,0.5909,0.73,0.1343,"1",14,38
"4619","3",2011,"7","0",8,0.66,0.6212,0.65,0.1642,"1",37,90
"4620","3",2011,"7","0",9,0.7,0.6515,0.54,0.2239,"1",72,150
"4621","3",2011,"7","0",10,0.72,0.6667,0.54,0.194,"1",114,208
"4622","3",2011,"7","0",11,0.74,0.6667,0.48,0.2239,"1",171,225
"4623","3",2011,"7","0",12,0.76,0.6818,0.43,0.2836,"1",187,276
"4624","3",2011,"7","0",13,0.76,0.6818,0.45,0.2985,"1",221,276
"4625","3",2011,"7","0",14,0.74,0.6667,0.45,0.2985,"1",201,232
"4626","3",2011,"7","0",15,0.76,0.6818,0.45,0.3284,"1",205,223
"4627","3",2011,"7","0",16,0.76,0.6818,0.45,0.2836,"1",183,242
"4628","3",2011,"7","0",17,0.76,0.6818,0.45,0.2239,"1",234,241
"4629","3",2011,"7","0",18,0.76,0.6818,0.45,0.2836,"1",185,243
"4630","3",2011,"7","0",19,0.74,0.6818,0.48,0.194,"1",164,242
"4631","3",2011,"7","0",20,0.72,0.6667,0.51,0.2239,"1",108,188
"4632","3",2011,"7","0",21,0.7,0.6515,0.58,0.2239,"1",85,167
"4633","3",2011,"7","0",22,0.7,0.6515,0.65,0.2836,"1",65,136
"4634","3",2011,"7","0",23,0.68,0.6364,0.61,0.2239,"1",61,107
"4635","3",2011,"7","0",0,0.66,0.6212,0.65,0.2239,"1",34,91
"4636","3",2011,"7","0",1,0.64,0.6061,0.69,0.194,"1",16,86
"4637","3",2011,"7","0",2,0.64,0.6061,0.69,0.2239,"1",28,66
"4638","3",2011,"7","0",3,0.64,0.6061,0.69,0.2239,"1",21,26
"4639","3",2011,"7","0",4,0.62,0.5909,0.73,0.1642,"1",4,6
"4640","3",2011,"7","0",5,0.64,0.6061,0.69,0.2239,"1",4,8
"4641","3",2011,"7","0",6,0.62,0.5909,0.73,0.1642,"1",10,11
"4642","3",2011,"7","0",7,0.64,0.6061,0.73,0.1642,"1",20,30
"4643","3",2011,"7","0",8,0.68,0.6364,0.65,0.2239,"1",45,73
"4644","3",2011,"7","0",9,0.72,0.6667,0.58,0.2239,"1",74,110
"4645","3",2011,"7","0",10,0.74,0.6818,0.6,0.2239,"1",127,177
"4646","3",2011,"7","0",11,0.76,0.697,0.55,0.2836,"1",147,244
"4647","3",2011,"7","0",12,0.76,0.697,0.55,0.2836,"1",177,243
"4648","3",2011,"7","0",13,0.8,0.7424,0.49,0.2985,"1",200,272
"4649","3",2011,"7","0",14,0.8,0.7424,0.49,0.3582,"1",168,262
"4650","3",2011,"7","0",15,0.82,0.7424,0.43,0.2985,"1",129,195
"4651","3",2011,"7","0",16,0.8,0.7273,0.46,0.2985,"1",129,188
"4652","3",2011,"7","0",17,0.8,0.7424,0.49,0.3881,"1",133,236
"4653","3",2011,"7","0",18,0.8,0.7273,0.46,0.2985,"1",147,243
"4654","3",2011,"7","0",19,0.76,0.697,0.55,0.2836,"1",145,234
"4655","3",2011,"7","0",20,0.76,0.7121,0.58,0.2537,"1",85,177
"4656","3",2011,"7","0",21,0.74,0.6818,0.62,0.2239,"1",59,148
"4657","3",2011,"7","0",22,0.72,0.6818,0.66,0.2239,"1",65,116
"4658","3",2011,"7","0",23,0.7,0.6667,0.74,0.1343,"1",39,54
"4659","3",2011,"7","1",0,0.7,0.6667,0.74,0.1343,"1",21,30
"4660","3",2011,"7","1",1,0.7,0.6667,0.74,0.2239,"1",17,8
"4661","3",2011,"7","1",2,0.66,0.6061,0.83,0.2239,"1",2,8
"4662","3",2011,"7","1",3,0.66,0.6061,0.78,0.194,"1",3,4
"4663","3",2011,"7","1",4,0.64,0.5909,0.78,0.1642,"1",1,3
"4664","3",2011,"7","1",5,0.64,0.5909,0.78,0.1045,"1",2,15
"4665","3",2011,"7","1",6,0.64,0.5758,0.83,0.1045,"1",10,95
"4666","3",2011,"7","1",7,0.68,0.6364,0.74,0.2239,"1",22,255
"4667","3",2011,"7","1",8,0.7,0.6515,0.7,0.194,"1",18,329
"4668","3",2011,"7","1",9,0.74,0.697,0.67,0.2239,"1",33,170
"4669","3",2011,"7","1",10,0.76,0.7121,0.62,0.194,"1",52,78
"4670","3",2011,"7","1",11,0.8,0.7576,0.55,0.0896,"1",42,99
"4671","3",2011,"7","1",12,0.8,0.7727,0.59,0.194,"1",39,126
"4672","3",2011,"7","1",13,0.82,0.7879,0.56,0.2537,"1",27,125
"4673","3",2011,"7","1",14,0.82,0.7879,0.56,0.3284,"1",32,106
"4674","3",2011,"7","1",15,0.84,0.803,0.53,0.3284,"1",53,111
"4675","3",2011,"7","1",16,0.84,0.803,0.53,0.2836,"1",45,220
"4676","3",2011,"7","1",17,0.84,0.7879,0.49,0.3284,"1",72,473
"4677","3",2011,"7","1",18,0.82,0.7727,0.49,0.3582,"1",80,478
"4678","3",2011,"7","1",19,0.8,0.7576,0.55,0.2239,"1",63,335
"4679","3",2011,"7","1",20,0.78,0.7424,0.59,0.2239,"1",91,232
"4680","3",2011,"7","1",21,0.74,0.697,0.66,0.194,"1",48,154
"4681","3",2011,"7","1",22,0.76,0.7273,0.66,0.2239,"1",36,104
"4682","3",2011,"7","1",23,0.74,0.697,0.66,0.1642,"1",32,59
"4683","3",2011,"7","1",0,0.74,0.697,0.66,0.1045,"1",25,26
"4684","3",2011,"7","1",1,0.74,0.697,0.66,0.1343,"2",7,6
"4685","3",2011,"7","1",2,0.72,0.6818,0.7,0.1642,"1",9,4
"4686","3",2011,"7","1",3,0.72,0.6818,0.7,0.1642,"1",2,1
"4687","3",2011,"7","1",4,0.72,0.6818,0.7,0.1343,"1",1,4
"4688","3",2011,"7","1",5,0.7,0.6667,0.74,0.1045,"2",0,19
"4689","3",2011,"7","1",6,0.72,0.697,0.74,0.1045,"2",8,126
"4690","3",2011,"7","1",7,0.74,0.697,0.7,0.1642,"2",28,287
"4691","3",2011,"7","1",8,0.76,0.7273,0.7,0.1642,"2",31,381
"4692","3",2011,"7","1",9,0.8,0.7879,0.63,0.1343,"2",22,177
"4693","3",2011,"7","1",10,0.82,0.7879,0.56,0.1642,"2",29,112
"4694","3",2011,"7","1",11,0.82,0.803,0.59,0,"1",29,98
"4695","3",2011,"7","1",12,0.84,0.8182,0.56,0.0896,"1",26,127
"4696","3",2011,"7","1",13,0.86,0.8333,0.53,0.1045,"1",33,139
"4697","3",2011,"7","1",14,0.86,0.8182,0.5,0.194,"1",41,111
"4698","3",2011,"7","1",15,0.88,0.8182,0.44,0.194,"1",48,110
"4699","3",2011,"7","1",16,0.9,0.8485,0.42,0.2985,"1",61,216
"4700","3",2011,"7","1",17,0.8,0.803,0.66,0,"1",68,445
"4701","3",2011,"7","1",18,0.8,0.803,0.66,0.1343,"1",80,450
"4702","3",2011,"7","1",19,0.76,0.7424,0.75,0.194,"1",54,334
"4703","3",2011,"7","1",20,0.74,0.7273,0.74,0.0896,"1",48,229
"4704","3",2011,"7","1",21,0.74,0.7121,0.74,0.1343,"1",47,194
"4705","3",2011,"7","1",22,0.74,0.7121,0.74,0,"1",36,120
"4706","3",2011,"7","1",23,0.72,0.697,0.79,0.1642,"3",19,73
"4707","3",2011,"7","1",0,0.7,0.6667,0.84,0.1045,"1",11,29
"4708","3",2011,"7","1",1,0.7,0.6667,0.84,0,"1",4,7
"4709","3",2011,"7","1",2,0.7,0.6667,0.84,0,"1",2,7
"4710","3",2011,"7","1",3,0.7,0.6667,0.84,0.1045,"1",2,4
"4711","3",2011,"7","1",4,0.68,0.6364,0.83,0,"1",0,4
"4712","3",2011,"7","1",5,0.68,0.6364,0.83,0.1045,"1",4,19
"4713","3",2011,"7","1",6,0.68,0.6364,0.89,0.1045,"2",5,111
"4714","3",2011,"7","1",7,0.7,0.6667,0.84,0.1045,"2",27,276
"4715","3",2011,"7","1",8,0.74,0.7121,0.74,0,"1",34,404
"4716","3",2011,"7","1",9,0.74,0.697,0.7,0.0896,"1",28,181
"4717","3",2011,"7","1",10,0.76,0.7273,0.7,0,"1",34,76
"4718","3",2011,"7","1",11,0.8,0.7879,0.63,0.0896,"1",26,116
"4719","3",2011,"7","1",12,0.82,0.803,0.59,0,"1",28,121
"4720","3",2011,"7","1",13,0.84,0.8182,0.56,0.194,"1",23,97
"4721","3",2011,"7","1",14,0.86,0.8333,0.53,0.2239,"1",44,83
"4722","3",2011,"7","1",15,0.86,0.8182,0.5,0.1642,"1",36,102
"4723","3",2011,"7","1",16,0.84,0.8182,0.56,0,"1",30,204
"4724","3",2011,"7","1",17,0.84,0.8333,0.59,0.194,"1",50,405
"4725","3",2011,"7","1",18,0.84,0.8333,0.59,0.2239,"1",68,429
"4726","3",2011,"7","1",19,0.82,0.8485,0.67,0.1642,"1",59,323
"4727","3",2011,"7","1",20,0.8,0.8333,0.75,0.2239,"1",45,264
"4728","3",2011,"7","1",21,0.8,0.803,0.66,0.1642,"1",33,209
"4729","3",2011,"7","1",22,0.78,0.7727,0.7,0.2239,"1",25,144
"4730","3",2011,"7","1",23,0.76,0.7424,0.75,0.2537,"1",26,73
"4731","3",2011,"7","1",0,0.76,0.7424,0.75,0.194,"2",13,29
"4732","3",2011,"7","1",1,0.74,0.7273,0.84,0.2239,"2",5,16
"4733","3",2011,"7","1",2,0.74,0.7273,0.84,0.2239,"2",2,4
"4734","3",2011,"7","1",3,0.74,0.7121,0.79,0.1343,"2",1,5
"4735","3",2011,"7","1",4,0.72,0.7121,0.84,0.1045,"2",0,4
"4736","3",2011,"7","1",5,0.72,0.7121,0.84,0.1045,"2",2,16
"4737","3",2011,"7","1",6,0.72,0.7121,0.84,0.1045,"2",6,111
"4738","3",2011,"7","1",7,0.74,0.7273,0.84,0.1343,"2",23,251
"4739","3",2011,"7","1",8,0.76,0.7576,0.79,0.1642,"2",23,358
"4740","3",2011,"7","1",9,0.8,0.8182,0.75,0.2537,"2",34,166
"4741","3",2011,"7","1",10,0.82,0.8636,0.71,0.2239,"2",31,47
"4742","3",2011,"7","1",11,0.86,0.8939,0.63,0.2985,"2",27,79
"4743","3",2011,"7","1",12,0.88,0.8939,0.56,0.3284,"1",29,106
"4744","3",2011,"7","1",13,0.88,0.8939,0.56,0.2985,"1",21,81
"4745","3",2011,"7","1",14,0.9,0.8939,0.5,0.3582,"1",50,97
"4746","3",2011,"7","1",15,0.9,0.9242,0.53,0.2537,"1",40,93
"4747","3",2011,"7","1",16,0.92,0.9242,0.48,0.2836,"1",43,167
"4748","3",2011,"7","1",17,0.92,0.9091,0.45,0.2985,"1",40,374
"4749","3",2011,"7","1",18,0.9,0.8939,0.5,0.2836,"1",39,343
"4750","3",2011,"7","1",19,0.86,0.9242,0.67,0.2836,"1",51,233
"4751","3",2011,"7","1",20,0.84,0.8939,0.71,0.2239,"1",38,199
"4752","3",2011,"7","1",21,0.82,0.8939,0.75,0.2239,"1",38,187
"4753","3",2011,"7","1",22,0.82,0.8636,0.71,0.1642,"1",36,113
"4754","3",2011,"7","1",23,0.8,0.8182,0.71,0.1642,"1",40,73
"4755","3",2011,"7","1",0,0.82,0.8333,0.63,0.1343,"1",9,51
"4756","3",2011,"7","1",1,0.8,0.7879,0.63,0,"1",7,17
"4757","3",2011,"7","1",2,0.78,0.803,0.79,0.1343,"1",0,14
"4758","3",2011,"7","1",3,0.78,0.7879,0.75,0.1045,"1",1,6
"4759","3",2011,"7","1",4,0.76,0.7424,0.75,0.1045,"1",8,5
"4760","3",2011,"7","1",5,0.74,0.7121,0.79,0.1045,"1",2,17
"4761","3",2011,"7","1",6,0.76,0.7424,0.75,0.0896,"1",13,83
"4762","3",2011,"7","1",7,0.8,0.803,0.66,0.1045,"2",20,232
"4763","3",2011,"7","1",8,0.84,0.8485,0.63,0.1642,"2",30,292
"4764","3",2011,"7","1",9,0.86,0.8939,0.63,0.0896,"1",31,177
"4765","3",2011,"7","1",10,0.9,0.9242,0.53,0.0896,"1",32,83
"4766","3",2011,"7","1",11,0.9,0.8939,0.5,0.1045,"1",23,86
"4767","3",2011,"7","1",12,0.94,0.9545,0.48,0.1642,"1",20,95
"4768","3",2011,"7","1",13,0.94,0.9848,0.51,0.1642,"1",25,98
"4769","3",2011,"7","1",14,0.96,1,0.48,0.2985,"1",24,77
"4770","3",2011,"7","1",15,0.94,0.9848,0.51,0.2985,"1",32,101
"4771","3",2011,"7","1",16,0.9,0.8333,0.39,0.2985,"3",29,153
"4772","3",2011,"7","1",17,0.88,0.8485,0.47,0.1045,"1",35,271
"4773","3",2011,"7","1",18,0.9,0.8182,0.37,0.1642,"1",34,250
"4774","3",2011,"7","1",19,0.86,0.7879,0.41,0.1045,"2",40,210
"4775","3",2011,"7","1",20,0.84,0.8182,0.56,0,"1",46,166
"4776","3",2011,"7","1",21,0.82,0.803,0.59,0.0896,"1",38,152
"4777","3",2011,"7","1",22,0.84,0.7879,0.49,0.0896,"2",44,105
"4778","3",2011,"7","1",23,0.8,0.7879,0.63,0.194,"1",19,84
"4779","3",2011,"7","0",0,0.82,0.7879,0.56,0,"1",16,85
"4780","3",2011,"7","0",1,0.82,0.7727,0.52,0.1045,"1",13,57
"4781","3",2011,"7","0",2,0.82,0.7727,0.52,0,"1",13,48
"4782","3",2011,"7","0",3,0.78,0.7576,0.66,0.0896,"1",6,16
"4783","3",2011,"7","0",4,0.76,0.7273,0.66,0.1045,"1",5,4
"4784","3",2011,"7","0",5,0.76,0.7121,0.62,0.1343,"1",1,6
"4785","3",2011,"7","0",6,0.8,0.7424,0.52,0.1343,"1",6,19
"4786","3",2011,"7","0",7,0.8,0.7424,0.52,0.1045,"1",7,38
"4787","3",2011,"7","0",8,0.84,0.7879,0.49,0.2537,"1",24,85
"4788","3",2011,"7","0",9,0.84,0.7879,0.49,0.1642,"1",30,102
"4789","3",2011,"7","0",10,0.86,0.7879,0.41,0.2239,"1",61,137
"4790","3",2011,"7","0",11,0.9,0.8182,0.37,0.194,"1",62,154
"4791","3",2011,"7","0",12,0.92,0.8636,0.37,0.1045,"1",71,164
"4792","3",2011,"7","0",13,0.94,0.8788,0.38,0.1642,"1",78,167
"4793","3",2011,"7","0",14,0.92,0.8939,0.42,0,"1",84,152
"4794","3",2011,"7","0",15,0.94,0.8788,0.38,0,"1",78,137
"4795","3",2011,"7","0",16,0.94,0.8788,0.38,0.1343,"1",70,151
"4796","3",2011,"7","0",17,0.94,0.8788,0.38,0.1343,"1",70,127
"4797","3",2011,"7","0",18,0.92,0.8788,0.4,0.2239,"1",62,134
"4798","3",2011,"7","0",19,0.82,0.803,0.59,0.1343,"2",80,137
"4799","3",2011,"7","0",20,0.82,0.803,0.59,0.2239,"1",47,98
"4800","3",2011,"7","0",21,0.82,0.803,0.59,0.2239,"1",39,115
"4801","3",2011,"7","0",22,0.8,0.7727,0.59,0.194,"1",37,88
"4802","3",2011,"7","0",23,0.8,0.7727,0.59,0.1045,"1",27,77
"4803","3",2011,"7","0",0,0.8,0.7727,0.59,0.1045,"1",42,77
"4804","3",2011,"7","0",1,0.78,0.7576,0.66,0.1045,"1",33,63
"4805","3",2011,"7","0",2,0.8,0.7879,0.63,0.0896,"1",12,48
"4806","3",2011,"7","0",3,0.8,0.7879,0.63,0.0896,"1",17,20
"4807","3",2011,"7","0",4,0.78,0.7576,0.66,0.1045,"1",1,5
"4808","3",2011,"7","0",5,0.78,0.7576,0.66,0.0896,"1",5,3
"4809","3",2011,"7","0",6,0.8,0.7879,0.63,0.0896,"2",9,13
"4810","3",2011,"7","0",7,0.8,0.7727,0.59,0.1343,"1",6,29
"4811","3",2011,"7","0",8,0.82,0.7879,0.56,0.2836,"1",22,82
"4812","3",2011,"7","0",9,0.82,0.7879,0.56,0.3881,"1",42,112
"4813","3",2011,"7","0",10,0.86,0.8182,0.5,0.3284,"1",61,165
"4814","3",2011,"7","0",11,0.84,0.803,0.53,0.2537,"1",74,169
"4815","3",2011,"7","0",12,0.9,0.8636,0.45,0.1642,"1",85,161
"4816","3",2011,"7","0",13,0.86,0.803,0.47,0.2239,"1",90,162
"4817","3",2011,"7","0",14,0.86,0.8182,0.5,0.2836,"1",79,204
"4818","3",2011,"7","0",15,0.9,0.8485,0.42,0.2537,"1",68,170
"4819","3",2011,"7","0",16,0.9,0.8485,0.42,0.2537,"1",62,187
"4820","3",2011,"7","0",17,0.9,0.8333,0.39,0.1045,"1",75,174
"4821","3",2011,"7","0",18,0.88,0.8182,0.42,0.1642,"1",67,176
"4822","3",2011,"7","0",19,0.86,0.803,0.47,0.1642,"1",70,170
"4823","3",2011,"7","0",20,0.84,0.7879,0.49,0.1642,"1",52,143
"4824","3",2011,"7","0",21,0.8,0.7879,0.63,0.1343,"1",42,111
"4825","3",2011,"7","0",22,0.78,0.7576,0.66,0,"1",23,75
"4826","3",2011,"7","0",23,0.76,0.7273,0.7,0.0896,"2",13,37
"4827","3",2011,"7","1",0,0.76,0.7273,0.7,0,"2",17,17
"4828","3",2011,"7","1",1,0.76,0.7424,0.75,0.0896,"2",4,8
"4829","3",2011,"7","1",2,0.74,0.7121,0.79,0.0896,"2",3,3
"4830","3",2011,"7","1",3,0.74,0.7121,0.79,0,"1",2,2
"4831","3",2011,"7","1",4,0.72,0.7121,0.84,0.0896,"1",0,6
"4832","3",2011,"7","1",5,0.72,0.7121,0.84,0.0896,"1",2,22
"4833","3",2011,"7","1",6,0.72,0.7121,0.84,0.0896,"2",7,100
"4834","3",2011,"7","1",7,0.74,0.7121,0.79,0,"2",20,257
"4835","3",2011,"7","1",8,0.76,0.7424,0.75,0,"2",34,353
"4836","3",2011,"7","1",9,0.8,0.803,0.66,0,"1",11,124
"4837","3",2011,"7","1",10,0.82,0.803,0.59,0,"1",30,54
"4838","3",2011,"7","1",11,0.84,0.8333,0.59,0.194,"2",24,83
"4839","3",2011,"7","1",12,0.84,0.8333,0.59,0.194,"2",17,50
"4840","3",2011,"7","1",13,0.74,0.7121,0.74,0.1343,"2",14,64
"4841","3",2011,"7","1",14,0.72,0.697,0.79,0.194,"2",28,62
"4842","3",2011,"7","1",15,0.7,0.6667,0.84,0.3881,"1",16,96
"4843","3",2011,"7","1",16,0.7,0.6667,0.84,0.2239,"1",37,161
"4844","3",2011,"7","1",17,0.72,0.697,0.74,0,"1",48,437
"4845","3",2011,"7","1",18,0.74,0.7121,0.74,0.0896,"1",60,473
"4846","3",2011,"7","1",19,0.74,0.697,0.7,0.0896,"1",62,324
"4847","3",2011,"7","1",20,0.72,0.697,0.74,0.1343,"1",55,247
"4848","3",2011,"7","1",21,0.7,0.6667,0.84,0,"1",41,153
"4849","3",2011,"7","1",22,0.7,0.6667,0.84,0,"1",13,112
"4850","3",2011,"7","1",23,0.7,0.6667,0.84,0.0896,"1",23,64
"4851","3",2011,"7","1",0,0.7,0.6667,0.79,0.1045,"1",8,20
"4852","3",2011,"7","1",1,0.7,0.6667,0.79,0.1045,"1",6,6
"4853","3",2011,"7","1",2,0.68,0.6364,0.89,0.1045,"1",1,6
"4854","3",2011,"7","1",3,0.68,0.6364,0.89,0.1343,"1",2,2
"4855","3",2011,"7","1",4,0.68,0.6364,0.88,0.1642,"1",0,6
"4856","3",2011,"7","1",5,0.66,0.5909,0.89,0.0896,"1",3,24
"4857","3",2011,"7","1",6,0.68,0.6364,0.83,0.2239,"1",2,108
"4858","3",2011,"7","1",7,0.72,0.6818,0.66,0.2836,"1",30,288
"4859","3",2011,"7","1",8,0.74,0.6818,0.55,0.194,"1",32,392
"4860","3",2011,"7","1",9,0.76,0.6818,0.4,0.2239,"1",25,162
"4861","3",2011,"7","1",10,0.8,0.697,0.31,0.2239,"1",42,96
"4862","3",2011,"7","1",11,0.82,0.7121,0.3,0,"1",49,102
"4863","3",2011,"7","1",12,0.84,0.7273,0.28,0,"1",25,122
"4864","3",2011,"7","1",13,0.84,0.7273,0.32,0.2985,"1",43,139
"4865","3",2011,"7","1",14,0.86,0.7424,0.3,0.2836,"1",46,101
"4866","3",2011,"7","1",15,0.88,0.7576,0.28,0.3284,"1",49,114
"4867","3",2011,"7","1",16,0.86,0.7576,0.36,0.2836,"1",41,213
"4868","3",2011,"7","1",17,0.86,0.7576,0.36,0.3582,"1",72,465
"4869","3",2011,"7","1",18,0.84,0.7424,0.39,0.3881,"1",68,478
"4870","3",2011,"7","1",19,0.82,0.7424,0.43,0.2985,"1",69,329
"4871","3",2011,"7","1",20,0.8,0.7273,0.46,0.2537,"1",47,243
"4872","3",2011,"7","1",21,0.78,0.7121,0.49,0.2239,"1",45,222
"4873","3",2011,"7","1",22,0.76,0.697,0.55,0.1343,"1",27,131
"4874","3",2011,"7","1",23,0.76,0.7121,0.58,0.1045,"1",18,71
"4875","3",2011,"7","1",0,0.78,0.7121,0.52,0.1642,"2",19,26
"4876","3",2011,"7","1",1,0.78,0.7121,0.49,0.194,"1",1,9
"4877","3",2011,"7","1",2,0.76,0.697,0.52,0.2985,"1",1,5
